Divorce,Age,Education,Insurance,Black,Disabled,Veteran,Immigrant,Unemployed,Bankruptcy,PUMA
0.12375,0.16625,0.47875,0.88875,0.10625,0.24375,0.0625,0.01875,0.58,0.004765000454670929,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties"
0.13550600343053174,0.19210977701543738,0.411663807890223,0.8439108061749572,0.20411663807890223,0.17667238421955403,0.11149228130360206,0.030874785591766724,0.6226415094339622,0.004286656190902727,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)
0.1108695652173913,0.1608695652173913,0.41739130434782606,0.9152173913043479,0.3847826086956522,0.1673913043478261,0.0891304347826087,0.08043478260869565,0.6304347826086957,0.004126836997367805,Huntsville (North) & Madison (East) Cities
0.18095238095238095,0.1657142857142857,0.38857142857142857,0.8838095238095238,0.1657142857142857,0.23809523809523808,0.10095238095238095,0.06285714285714286,0.6190476190476191,0.004126836997367805,Huntsville City (Central & South)
0.14408233276157806,0.16295025728987994,0.451114922813036,0.9005145797598628,0.048027444253859346,0.2555746140651801,0.07547169811320754,0.022298456260720412,0.5711835334476844,0.003100324391723491,DeKalb & Jackson Counties
0.14411027568922305,0.15664160401002505,0.4473684210526316,0.8834586466165414,0.046365914786967416,0.2543859649122807,0.08521303258145363,0.02756892230576441,0.6240601503759399,0.0039028535605349223,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)
0.1376,0.16,0.4144,0.8704,0.144,0.2704,0.0704,0.0128,0.5824,0.004306482955446105,Morgan & Lawrence Counties--Decatur City
0.12658227848101267,0.16877637130801687,0.43248945147679324,0.869198312236287,0.035864978902953586,0.23839662447257384,0.04852320675105485,0.02531645569620253,0.5843881856540084,0.003908476935555757,Cullman & Winston Counties
0.12218045112781954,0.20112781954887218,0.43045112781954886,0.8778195488721805,0.10150375939849623,0.2387218045112782,0.08646616541353383,0.02631578947368421,0.6409774436090225,0.003974968557060471,St. Clair & Blount Counties
0.13822894168466524,0.19438444924406048,0.43844492440604754,0.8531317494600432,0.1771058315334773,0.28509719222462204,0.08639308855291576,0.012958963282937365,0.5788336933045356,0.003591540384913523,Etowah County
0.14550641940085593,0.18830242510699002,0.43937232524964337,0.8445078459343794,0.2225392296718973,0.289586305278174,0.06990014265335236,0.018544935805991442,0.609129814550642,0.004588906668629538,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties"
0.15098468271334792,0.14660831509846828,0.4551422319474836,0.8555798687089715,0.22975929978118162,0.25820568927789933,0.12910284463894967,0.03938730853391685,0.5820568927789934,0.004561342969838935,Calhoun County
0.12609238451935081,0.17103620474406991,0.36079900124843944,0.916354556803995,0.09238451935081149,0.14731585518102372,0.07116104868913857,0.03745318352059925,0.6978776529338327,0.0038462803867605018,Shelby County
0.15402298850574714,0.18850574712643678,0.4804597701149425,0.864367816091954,0.864367816091954,0.32873563218390806,0.0896551724137931,0.016091954022988506,0.5862068965517241,0.006814083769966865,Birmingham City (West)
0.2058252427184466,0.2504854368932039,0.4446601941747573,0.8252427184466019,0.49902912621359224,0.2504854368932039,0.09902912621359224,0.02912621359223301,0.6427184466019418,0.006814083769966866,Birmingham City (East)
0.12191358024691358,0.13734567901234568,0.32098765432098764,0.9274691358024691,0.13425925925925927,0.13580246913580246,0.07716049382716049,0.038580246913580245,0.691358024691358,0.006814083769966865,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities"
0.14308943089430895,0.16260162601626016,0.5024390243902439,0.9121951219512195,0.2813008130081301,0.22439024390243903,0.0943089430894309,0.016260162601626018,0.608130081300813,0.006814083769966865,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities"
0.16101694915254236,0.1906779661016949,0.4830508474576271,0.864406779661017,0.3538135593220339,0.2902542372881356,0.1016949152542373,0.012711864406779662,0.6165254237288136,0.006814083769966866,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities"
0.13477537437603992,0.18469217970049917,0.46589018302828616,0.8885191347753744,0.1048252911813644,0.3627287853577371,0.10149750415973377,0.0066555740432612314,0.5424292845257903,0.004222691756219429,"Walker, Marion (South & West), Fayette & Lamar Counties"
0.11435523114355231,0.170316301703163,0.45012165450121655,0.9099756690997567,0.18491484184914841,0.1922141119221411,0.08029197080291971,0.0170316301703163,0.6545012165450121,0.007430321734985146,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)
0.11545988258317025,0.1506849315068493,0.5694716242661448,0.8825831702544031,0.35812133072407043,0.1761252446183953,0.05675146771037182,0.05675146771037182,0.5342465753424658,0.007711721702304139,Tuscaloosa & Northport (Southeast) Cities
0.1178343949044586,0.18949044585987262,0.48089171974522293,0.8662420382165605,0.5127388535031847,0.25477707006369427,0.06687898089171974,0.03343949044585987,0.5748407643312102,0.0051358195055732974,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties"
0.14473684210526316,0.20676691729323307,0.4605263157894737,0.8872180451127819,0.22932330827067668,0.2669172932330827,0.09210526315789473,0.015037593984962405,0.6278195488721805,0.006605644508025061,"Chilton, Tallapoosa, Chambers & Coosa Counties"
0.08076923076923077,0.1326923076923077,0.49038461538461536,0.8923076923076924,0.2326923076923077,0.1326923076923077,0.057692307692307696,0.06346153846153846,0.6211538461538462,0.00495307456079153,Lee County--Auburn City
0.13829787234042554,0.17494089834515367,0.4066193853427896,0.8735224586288416,0.524822695035461,0.2458628841607565,0.11347517730496454,0.02955082742316785,0.6442080378250591,0.007511549710798955,Montgomery City & Pike Road Town (North)
0.1432258064516129,0.23741935483870968,0.4735483870967742,0.752258064516129,0.3419354838709677,0.19483870967741934,0.08903225806451613,0.027096774193548386,0.704516129032258,0.006771731457839187,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties"
0.10869565217391304,0.16521739130434782,0.4405797101449275,0.8028985507246377,0.3521739130434783,0.2855072463768116,0.07536231884057971,0.007246376811594203,0.5521739130434783,0.004470739774015561,Southwest Alabama
0.13651877133105803,0.1831626848691695,0.4448236632536974,0.8816837315130831,0.17747440273037543,0.2605233219567691,0.10921501706484642,0.026166097838452786,0.6052332195676906,0.005888450693761755,"Coffee, Covington, Butler & Crenshaw Counties"
0.14268440145102781,0.17654171704957677,0.4957678355501814,0.8258766626360339,0.4752116082224909,0.21039903264812576,0.09673518742442563,0.02902055622732769,0.5888754534461911,0.005740031496775361,"Russell, Pike, Barbour, Macon & Bullock Counties"
0.15566750629722922,0.1677581863979849,0.44382871536523927,0.8886649874055416,0.22065491183879093,0.23022670025188918,0.11335012594458438,0.01964735516372796,0.5874055415617129,0.007686363365039189,"Houston, Dale, Geneva & Henry Counties--Dothan City"
0.14748784440842788,0.16693679092382496,0.4213938411669368,0.8703403565640194,0.07293354943273905,0.23014586709886548,0.12317666126418152,0.03079416531604538,0.5899513776337115,0.005005579262063001,Baldwin County
0.173109243697479,0.21680672268907564,0.44537815126050423,0.7478991596638656,0.5882352941176471,0.27563025210084036,0.09747899159663866,0.015126050420168067,0.6336134453781512,0.006796511569923356,Mobile City (East)
0.14903846153846154,0.14182692307692307,0.43509615384615385,0.8942307692307693,0.29086538461538464,0.21153846153846154,0.07692307692307693,0.016826923076923076,0.6850961538461539,0.006796511569923355,Mobile City (West)
0.14388489208633093,0.1564748201438849,0.4172661870503597,0.8758992805755396,0.1618705035971223,0.26618705035971224,0.07553956834532374,0.023381294964028777,0.6097122302158273,0.006796511569923355,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City"
0.0958904109589041,0.1952054794520548,0.5308219178082192,0.8116438356164384,0.08561643835616438,0.1917808219178082,0.2328767123287671,0.04452054794520548,0.797945205479452,0.0008945047233872807,Anchorage Municipality (North)
0.132013201320132,0.16831683168316833,0.34983498349834985,0.8712871287128713,0.0462046204620462,0.19471947194719472,0.09900990099009901,0.07920792079207921,0.7920792079207921,0.0008945047233872806,Anchorage Municipality (South)
0.152317880794702,0.2052980132450331,0.4817880794701987,0.7549668874172185,0.02152317880794702,0.1804635761589404,0.12086092715231789,0.033112582781456956,0.6854304635761589,0.000756835588758319,Matanuska-Susitna & Kenai Peninsula Boroughs
0.13972055888223553,0.18762475049900199,0.47105788423153694,0.844311377245509,0.03792415169660679,0.1497005988023952,0.1497005988023952,0.06986027944111776,0.718562874251497,0.0007529774458761654,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska"
0.08891213389121339,0.24686192468619247,0.4686192468619247,0.6485355648535565,0.01778242677824268,0.11401673640167365,0.08577405857740586,0.07845188284518828,0.7207112970711297,0.0002654465556522045,Subsistence Alaska
0.08900523560209424,0.1518324607329843,0.2356020942408377,0.887434554973822,0.028795811518324606,0.07853403141361257,0.0549738219895288,0.07853403141361257,0.7643979057591623,0.0039106308845541496,Maricopa County--Gilbert (South) & Queen Creek Towns
0.1442857142857143,0.1657142857142857,0.4714285714285714,0.91,0.03428571428571429,0.20857142857142857,0.11571428571428571,0.08285714285714285,0.5785714285714286,0.0039106308845541496,Maricopa County--Mesa City (East)
0.13658536585365855,0.16260162601626016,0.45365853658536587,0.8455284552845529,0.03577235772357724,0.16910569105691056,0.0975609756097561,0.08455284552845528,0.6520325203252032,0.0039106308845541496,Maricopa County--Mesa City (North Central)
0.13245033112582782,0.19426048565121412,0.44150110375275936,0.7549668874172185,0.052980132450331126,0.17439293598233996,0.0640176600441501,0.11479028697571744,0.7041942604856513,0.0039106308845541496,Maricopa County--Mesa City (West)
0.1630901287553648,0.13948497854077252,0.463519313304721,0.8841201716738197,0.0407725321888412,0.2446351931330472,0.11158798283261803,0.1072961373390558,0.5579399141630901,0.0039106308845541496,Maricopa County--Mesa City (South Central)
0.1152542372881356,0.17457627118644067,0.3440677966101695,0.8728813559322034,0.03559322033898305,0.11016949152542373,0.04576271186440678,0.09830508474576272,0.7406779661016949,0.0039106308845541496,Maricopa County--Gilbert Town (North)
0.1257995735607676,0.16417910447761194,0.4115138592750533,0.8720682302771855,0.053304904051172705,0.14498933901918976,0.06183368869936034,0.10874200426439233,0.7228144989339019,0.0039106308845541496,Maricopa County--Chandler City (Northeast)
0.08041237113402062,0.13814432989690723,0.334020618556701,0.934020618556701,0.030927835051546393,0.1422680412371134,0.07628865979381444,0.10721649484536082,0.6144329896907217,0.0039106308845541496,Maricopa County--Chandler City (South)
0.11670480549199085,0.17620137299771166,0.2837528604118993,0.9016018306636155,0.05263157894736842,0.12356979405034325,0.06864988558352403,0.10755148741418764,0.7299771167048055,0.0039106308845541496,Maricopa County--Tempe (South) & Chandler (Northwest) Cities
0.080338266384778,0.14376321353065538,0.5158562367864693,0.8456659619450317,0.05919661733615222,0.13530655391120508,0.048625792811839326,0.13107822410147993,0.5856236786469344,0.0039106308845541496,Maricopa County--Tempe City (North)
0.16064981949458484,0.16967509025270758,0.3447653429602888,0.9115523465703971,0.02888086642599278,0.148014440433213,0.061371841155234655,0.10108303249097472,0.6389891696750902,0.0039106308845541496,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town
0.12206572769953052,0.1619718309859155,0.32629107981220656,0.9460093896713615,0.007042253521126761,0.1643192488262911,0.07981220657276995,0.0892018779342723,0.607981220657277,0.0039106308845541496,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town
0.1328976034858388,0.15468409586056645,0.3159041394335512,0.9629629629629629,0.026143790849673203,0.1111111111111111,0.09586056644880174,0.09368191721132897,0.5838779956427015,0.0039106308845541496,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek"
0.1315240083507307,0.18789144050104384,0.35281837160751567,0.9123173277661796,0.022964509394572025,0.1941544885177453,0.07306889352818371,0.11899791231732777,0.6555323590814196,0.0039106308845541496,Phoenix City (Northeast)
0.19419642857142858,0.21651785714285715,0.38839285714285715,0.8303571428571429,0.046875,0.14285714285714285,0.08482142857142858,0.11160714285714286,0.6986607142857143,0.0039106308845541496,Phoenix City (Northeast Central)
0.18811881188118812,0.21782178217821782,0.4207920792079208,0.8044554455445545,0.05693069306930693,0.2103960396039604,0.09405940594059406,0.09405940594059406,0.6831683168316832,0.0039106308845541496,Phoenix City (Northwest Central)
0.20415879017013233,0.22306238185255198,0.387523629489603,0.8374291115311909,0.0888468809073724,0.21739130434782608,0.09829867674858223,0.09829867674858223,0.665406427221172,0.0039106308845541496,Phoenix City (Uptown)
0.14502164502164502,0.20346320346320346,0.36363636363636365,0.8116883116883117,0.07575757575757576,0.14285714285714285,0.07142857142857142,0.1341991341991342,0.6688311688311688,0.0039106308845541496,Phoenix City (East)
